sentenceID,sentence,origin,destination,is_valid,difficulty,category,notes
1,Bonjour comment allez-vous,,,0,easy,no_intent,greetings
2,yo,,,0,easy,no_intent,greetings
3,ça va bien merci ?,,,0,easy,no_intent,greetings
4,Coucou,,,0,easy,no_intent,greetings
5,ça va bien merci,,,0,easy,no_intent,greetings
6,Bonne journée ?,,,0,easy,no_intent,greetings
7,Enchanté !,,,0,easy,no_intent,greetings
8,yo,,,0,easy,no_intent,greetings
9,À demain !,,,0,easy,no_intent,greetings
10,Ça va bien merci ?,,,0,easy,no_intent,greetings
11,Comment vas-tu !,,,0,easy,no_intent,greetings
12,bonne soirée,,,0,easy,no_intent,greetings
13,ça va bien merci,,,0,easy,no_intent,greetings
14,À plus tard !,,,0,easy,no_intent,greetings
15,Bonjour comment allez-vous !,,,0,easy,no_intent,greetings
16,ça va bien merci,,,0,easy,no_intent,greetings
17,À demain ?,,,0,easy,no_intent,greetings
18,bonjour,,,0,easy,no_intent,greetings
19,Salut ?,,,0,easy,no_intent,greetings
20,Bonjour comment allez-vous !,,,0,easy,no_intent,greetings
21,Hey salut !,,,0,easy,no_intent,greetings
22,salut,,,0,easy,no_intent,greetings
23,Bonsoir !,,,0,easy,no_intent,greetings
24,Très bien et vous ?,,,0,easy,no_intent,greetings
25,Coucou ?,,,0,easy,no_intent,greetings
26,bonsoir,,,0,easy,no_intent,greetings
27,ça va bien merci ?,,,0,easy,no_intent,greetings
28,Au revoir,,,0,easy,no_intent,greetings
29,Bonjour !,,,0,easy,no_intent,greetings
30,À bientôt,,,0,easy,no_intent,greetings
31,Ravi de vous rencontrer,,,0,easy,no_intent,greetings
32,Bonne soirée ?,,,0,easy,no_intent,greetings
33,Hey salut ?,,,0,easy,no_intent,greetings
34,Comment vas-tu,,,0,easy,no_intent,greetings
35,À bientôt ?,,,0,easy,no_intent,greetings
36,Bonne soirée !,,,0,easy,no_intent,greetings
37,salut,,,0,easy,no_intent,greetings
38,bonjour comment allez-vous ?,,,0,easy,no_intent,greetings
39,Salut !,,,0,easy,no_intent,greetings
40,Salut ça va,,,0,easy,no_intent,greetings
41,Coucou,,,0,easy,no_intent,greetings
42,salut ?,,,0,easy,no_intent,greetings
43,ravi de vous rencontrer,,,0,easy,no_intent,greetings
44,ça va bien merci ?,,,0,easy,no_intent,greetings
45,yo,,,0,easy,no_intent,greetings
